resultado_id,corrida_id,data_corrida,tipo_evento,nome_evento,circuito_rota,regiao,tipo_rota,piso,distancia_km,voltas,pulseira_minima,nivel_pulseira_minima,piloto,pulseira_piloto,nivel_pulseira_piloto,ano_carro,marca_carro,modelo_carro,classe_carro,tracao,potencia_hp,tempo_total_seg,tempo_formatado,gap_para_vencedor_seg,posicao,vencedor,dnf,pontos,creditos_usd,velocidade_media_kmh,clima,hora_largada,registro_sintetico,fonte_eventos,fonte_carros,fonte_pulseiras
RES-0052,RACE-007,2012-10-26,Festival Race,Illest Eastern Steel,Steelworks Sprint Circuit,Industrial District,Circuit,Asfalto,7.80,3,Green,2,Casey Turner,Green,2,2002,Nissan,Skyline GT-R V-Spec II,A,AWD,327,819.861,00:13:39.861,10.459,4,FALSE,FALSE,80,5214.00,102.70,Vento forte,16:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0053,RACE-007,2012-10-26,Festival Race,Illest Eastern Steel,Steelworks Sprint Circuit,Industrial District,Circuit,Asfalto,7.80,3,Green,2,Logan Rivera,Orange,5,2012,Nissan,GT-R Black Edition,A,AWD,530,833.471,00:13:53.471,24.069,5,FALSE,FALSE,70,4752.00,101.10,Ensolarado,16:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0054,RACE-007,2012-10-26,Festival Race,Illest Eastern Steel,Steelworks Sprint Circuit,Industrial District,Circuit,Asfalto,7.80,3,Green,2,Jamie Cole,Orange,5,2008,BMW,M3,A,RWD,414,899.499,00:14:59.499,90.097,6,FALSE,FALSE,60,4289.00,93.70,Vento forte,16:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0055,RACE-007,2012-10-26,Festival Race,Illest Eastern Steel,Steelworks Sprint Circuit,Industrial District,Circuit,Asfalto,7.80,3,Green,2,Jordan Hayes,Blue,3,2011,Ford,F-150 SVT Raptor,B,AWD,411,918.545,00:15:18.545,109.143,7,FALSE,FALSE,50,3827.00,91.70,Nublado,16:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0056,RACE-007,2012-10-26,Festival Race,Illest Eastern Steel,Steelworks Sprint Circuit,Industrial District,Circuit,Asfalto,7.80,3,Green,2,Alex Mercer,Green,2,1983,Audi,Sport quattro,B,AWD,302,951.759,00:15:51.759,142.357,8,FALSE,FALSE,40,3366.00,88.51,Seco,16:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0057,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Jamie Cole,Blue,3,1997,Lamborghini,Diablo SV,S,RWD,510,608.429,00:10:08.429,0.000,1,TRUE,FALSE,110,6600.00,120.70,Ensolarado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0058,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Alex Mercer,Green,2,2010,Ferrari,458 Italia,S,RWD,562,648.500,00:10:48.500,40.071,2,FALSE,FALSE,100,6138.00,113.20,Nublado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0059,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Cameron Price,Blue,3,2010,Ford,Focus RS500,A,FWD,345,656.743,00:10:56.743,48.314,3,FALSE,FALSE,90,5676.00,111.80,Nublado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0060,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Drew Foster,Blue,3,2004,Saleen,S7,S,RWD,575,662.047,00:11:02.047,53.618,4,FALSE,FALSE,80,5214.00,110.90,Ensolarado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0061,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Peyton Hughes,Green,2,2012,Dodge,Challenger SRT8 392,A,RWD,470,680.319,00:11:20.319,71.890,5,FALSE,FALSE,70,4752.00,107.90,Ensolarado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0062,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Jordan Hayes,Blue,3,2008,Mitsubishi,Lancer Evolution X GSR,A,AWD,291,684.183,00:11:24.183,75.754,6,FALSE,FALSE,60,4289.00,107.30,Nublado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0063,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Taylor Brooks,Blue,3,1970,Ford,Mustang Boss 429,B,RWD,375,822.935,00:13:42.935,214.506,7,FALSE,FALSE,50,3827.00,89.20,Nublado,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0064,RACE-008,2012-10-20,Festival Race,Ford Challenge,Festival South Circuit,Festival South,Circuit,Asfalto,6.80,3,Green,2,Casey Turner,Blue,3,2011,Audi,R8 GT,S,AWD,560,860.907,00:14:20.907,252.478,8,FALSE,TRUE,40,3366.00,85.30,Seco,17:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0065,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Cameron Price,Blue,3,2010,Lexus,LFA,S,RWD,552,569.609,00:09:29.609,0.000,1,TRUE,FALSE,110,6600.00,136.50,Nublado,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0066,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Logan Rivera,Orange,5,2002,Nissan,Skyline GT-R V-Spec II,A,AWD,327,600.789,00:10:00.789,31.180,2,FALSE,FALSE,100,6138.00,129.40,Vento forte,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0067,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Quinn Parker,Pink,4,2005,Ford,GT,S,RWD,550,608.759,00:10:08.759,39.150,3,FALSE,FALSE,90,5676.00,127.70,Ensolarado,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0068,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Casey Turner,Blue,3,2008,BMW,M3,A,RWD,414,671.743,00:11:11.743,102.134,4,FALSE,FALSE,80,5214.00,115.80,Vento forte,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0069,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Morgan Reed,Blue,3,2011,Subaru,Impreza WRX STI,A,AWD,305,673.943,00:11:13.943,104.334,5,FALSE,FALSE,70,4752.00,115.40,Vento forte,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0070,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Harper Diaz,Blue,3,2011,Ford,F-150 SVT Raptor,B,AWD,411,686.074,00:11:26.074,116.466,6,FALSE,FALSE,60,4289.00,113.34,Seco,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0071,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Drew Foster,Pink,4,1983,Audi,Sport quattro,B,AWD,302,711.815,00:11:51.815,142.206,7,FALSE,FALSE,50,3827.00,109.20,Ensolarado,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0072,RACE-009,2012-10-21,Festival Race,Old Spice US Muscle Mash,Clifton Valley Mini Circuit,Clifton Valley,Circuit,Asfalto,5.40,4,Green,2,Skyler Bennett,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,805.329,00:13:25.329,235.721,8,FALSE,TRUE,40,3366.00,96.60,Chuva leve,18:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0073,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Alex Mercer,Orange,5,2004,Saleen,S7,S,RWD,575,570.197,00:09:30.197,0.000,1,TRUE,FALSE,110,6600.00,136.40,Vento forte,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0074,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Peyton Hughes,Pink,4,2010,Ferrari,458 Italia,S,RWD,562,608.922,00:10:08.922,38.725,2,FALSE,FALSE,100,6138.00,127.70,Seco,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0075,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Reese Morgan,Blue,3,1997,Lamborghini,Diablo SV,S,RWD,510,623.039,00:10:23.039,52.842,3,FALSE,FALSE,90,5676.00,124.80,Chuva leve,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0076,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Morgan Reed,Pink,4,1985,Ford,RS200 Evolution,A,AWD,450,663.260,00:11:03.260,93.063,4,FALSE,FALSE,80,5214.00,117.20,Seco,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0077,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Jordan Hayes,Green,2,2008,Mitsubishi,Lancer Evolution X GSR,A,AWD,291,688.874,00:11:28.874,118.677,5,FALSE,FALSE,70,4752.00,112.90,Ensolarado,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0078,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Avery Scott,Orange,5,1970,Ford,Mustang Boss 429,B,RWD,375,689.401,00:11:29.401,119.204,6,FALSE,FALSE,60,4289.00,112.80,Nublado,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0079,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Drew Foster,Green,2,2012,Dodge,Challenger SRT8 392,A,RWD,470,690.686,00:11:30.686,120.489,7,FALSE,FALSE,50,3827.00,112.60,Chuva leve,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0080,RACE-010,2012-10-22,Festival Race,Bondurant Valley Skirmish,Gladstone Dirt Cross,Gladstone,Dirt Cross,Terra,7.20,3,Green,2,Cameron Price,Green,2,1998,Toyota,Supra RZ,B,RWD,320,698.297,00:11:38.297,128.100,8,FALSE,FALSE,40,3366.00,111.40,Chuva leve,19:15:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0081,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Jamie Cole,Green,2,2013,Dodge,Viper GTS,S,RWD,640,463.701,00:07:43.701,0.000,1,TRUE,FALSE,110,6600.00,114.90,Nublado,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0082,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Alex Mercer,Blue,3,2012,Lamborghini,Aventador LP700-4,S,AWD,700,496.887,00:08:16.887,33.187,2,FALSE,FALSE,100,6138.00,107.20,Nublado,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0083,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Jordan Hayes,Blue,3,2010,Lexus,LFA,S,RWD,552,499.414,00:08:19.414,35.714,3,FALSE,FALSE,90,5676.00,106.70,Ensolarado,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0084,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Drew Foster,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,508.128,00:08:28.128,44.428,4,FALSE,FALSE,80,5214.00,104.86,Vento forte,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0085,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Peyton Hughes,Blue,3,2005,Ford,GT,S,RWD,550,527.103,00:08:47.103,63.402,5,FALSE,FALSE,70,4752.00,101.10,Vento forte,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0086,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Riley Grant,Green,2,2002,Nissan,Skyline GT-R V-Spec II,A,AWD,327,543.255,00:09:03.255,79.554,6,FALSE,FALSE,60,4289.00,98.10,Vento forte,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0087,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Reese Morgan,Orange,5,2011,Ford,F-150 SVT Raptor,B,AWD,411,594.680,00:09:54.680,130.979,7,FALSE,FALSE,50,3827.00,89.60,Vento forte,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0088,RACE-011,2012-10-23,Festival Race,HORIZON presents The Gauntlet,Gladstone Canyon Run,Gladstone Canyon,Sprint,Misto,14.80,1,Green,2,Harper Diaz,Blue,3,1983,Audi,Sport quattro,B,AWD,302,601.654,00:10:01.654,137.954,8,FALSE,FALSE,40,3366.00,88.60,Seco,10:30:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0089,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Alex Mercer,Pink,4,2004,Saleen,S7,S,RWD,575,244.616,00:04:04.616,0.000,1,TRUE,FALSE,120,8400.00,154.50,Seco,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0090,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Jamie Cole,Purple,6,2010,Ferrari,458 Italia,S,RWD,562,251.545,00:04:11.545,6.929,2,FALSE,FALSE,109,7811.00,150.30,Ensolarado,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0091,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Jordan Hayes,Blue,3,2010,Ford,Focus RS500,A,FWD,345,253.690,00:04:13.690,9.074,3,FALSE,FALSE,98,7224.00,149.00,Nublado,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0092,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Logan Rivera,Purple,6,2008,Mitsubishi,Lancer Evolution X GSR,A,AWD,291,261.482,00:04:21.482,16.866,4,FALSE,FALSE,87,6636.00,144.60,Seco,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0093,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Peyton Hughes,Orange,5,2011,Audi,R8 GT,S,AWD,560,261.669,00:04:21.669,17.053,5,FALSE,FALSE,76,6048.00,144.50,Seco,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0094,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Reese Morgan,Orange,5,1998,Toyota,Supra RZ,B,RWD,320,283.860,00:04:43.860,39.244,6,FALSE,FALSE,66,5459.00,133.20,Ensolarado,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0095,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Quinn Parker,Pink,4,1970,Ford,Mustang Boss 429,B,RWD,375,284.074,00:04:44.074,39.458,7,FALSE,FALSE,55,4872.00,133.10,Nublado,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0096,RACE-012,2012-10-24,Festival Race,Oakley Heat Wave,Main Stage Run,Main Stage,Sprint,Asfalto,10.50,1,Blue,3,Skyler Bennett,Blue,3,1985,Ford,RS200 Evolution,A,AWD,450,296.759,00:04:56.759,52.143,8,FALSE,FALSE,44,4284.00,127.40,Vento forte,11:45:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0097,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Cameron Price,Blue,3,2012,Lamborghini,Aventador LP700-4,S,AWD,700,539.514,00:08:59.514,0.000,1,TRUE,FALSE,120,8400.00,148.10,Chuva leve,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0098,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Avery Scott,Pink,4,2012,Nissan,GT-R Black Edition,A,AWD,530,559.937,00:09:19.937,20.423,2,FALSE,FALSE,109,7811.00,142.73,Vento forte,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0099,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Logan Rivera,Blue,3,2008,BMW,M3,A,RWD,414,563.290,00:09:23.290,23.776,3,FALSE,FALSE,98,7224.00,141.90,Vento forte,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0100,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Morgan Reed,Purple,6,2005,Ford,GT,S,RWD,550,566.721,00:09:26.721,27.207,4,FALSE,FALSE,87,6636.00,141.00,Chuva leve,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0101,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Jordan Hayes,Purple,6,2011,Subaru,Impreza WRX STI,A,AWD,305,569.891,00:09:29.891,30.377,5,FALSE,FALSE,76,6048.00,140.20,Ensolarado,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
RES-0102,RACE-013,2012-10-25,Festival Race,ADIDAS Urban Avalanche,Beaumont Sprint Circuit,Beaumont,Circuit,Asfalto,7.40,3,Blue,3,Drew Foster,Orange,5,2013,Dodge,Viper GTS,S,RWD,640,588.025,00:09:48.025,48.511,6,FALSE,FALSE,66,5459.00,135.90,Ensolarado,12:00:00,TRUE,https://forzahorizonwiki.com/wiki/racing-for-pinks/,https://www.onlineracedriver.com/2012/08/03/forza-horizon-official-car-list/,https://forzahorizonwiki.com/wiki/forza-horizon/wristbands/
