registro_id,data_evento,dia_festival,regiao,local_evento,area_palco,radio_estacao,artista,faixa_musical,estilo_musical,tipo_apresentacao,horario_inicio,duracao_min,pulseira_cor,nivel_pulseira,categoria_pulseira,capacidade_area,ingressos_emitidos,checkins,convidados,staff,pessoas_na_area,no_show,ocupacao_pct,preco_medio_ingresso_usd,receita_ingressos_usd,consumo_medio_pessoa_usd,receita_alimentos_bebidas_usd,receita_merch_usd,avaliacao_publico_0a10,incidentes_reportados,registro_sintetico,fonte_referencia
MUS-0074,2012-10-22,4,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Bass Arena,DJ Fresh,The Power (feat. Dizzee Rascal),Drum & Bass,DJ set,19:15:00,60,Gold,7,Elite/VIP,900,745,700,37,18,755,45,83.90,141.17,98819.00,58.00,24156.39,4634.36,8.9,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0075,2012-10-23,5,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Bass Arena,Feed Me,Silicone Lube,Electro House,DJ set,20:30:00,45,Green,2,Rookie,6624,5013,4638,281,78,4997,375,75.40,65.93,305783.34,19.75,62243.01,40509.25,9.4,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0076,2012-10-24,6,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Bass Arena,Fenech-Soler,Lies (Alex Metric Remix),Indietronica,DJ set,21:45:00,75,Pink,4,Intermediate,3150,2549,2344,88,47,2479,205,78.70,99.19,232501.36,52.27,65105.93,24602.81,8.4,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0077,2012-10-25,7,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Bass Arena,Madeon,Icarus,Electro House,DJ set,22:00:00,75,Purple,6,Elite,2160,1708,1650,51,31,1732,58,80.20,128.36,211794.00,45.23,58458.56,12358.69,7.6,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0078,2012-10-19,1,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Modestep,Show Me A Sign,Dubstep,DJ set,12:15:00,40,Yellow,1,Rookie,6800,4902,4427,130,69,4626,475,68.00,51.08,226131.16,19.85,61534.91,49912.24,7.6,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0079,2012-10-20,2,Gladstone,Gladstone Outpost,Palco Norte,Horizon Bass Arena,Mord Fustang,Lick The Rainbow,Electro House,DJ set,13:30:00,60,Blue,3,Intermediate,4992,4992,4843,265,54,4992,149,100.00,79.03,382742.29,27.97,84280.57,44813.70,8.7,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0080,2012-10-21,3,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Mr Magnetik,Remanence (Junior Remix),Electronic,DJ set,14:45:00,45,Orange,5,Advanced,3128,2759,2579,126,40,2745,180,87.80,104.25,268860.75,43.78,74253.35,24252.04,9.1,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0081,2012-10-22,4,Gladstone,Gladstone Outpost,Palco Norte,Horizon Bass Arena,Nero,Me & You,Dubstep,DJ set,15:00:00,55,Gold,7,Elite/VIP,1152,856,785,14,20,819,71,71.10,137.95,108290.75,40.75,18523.69,8624.39,8.7,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0082,2012-10-23,5,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Nero,Reaching Out (Fred Falke Remix),Electronic,DJ set,16:15:00,55,Green,2,Rookie,6256,5178,4919,214,86,5219,259,83.40,59.31,291745.89,44.33,138523.85,13449.00,9.2,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0083,2012-10-24,6,Gladstone,Gladstone Outpost,Palco Norte,Horizon Bass Arena,New Order,Blue Monday,New Wave,DJ set,17:30:00,55,Pink,4,Intermediate,4032,4032,3545,185,65,3795,487,94.10,97.86,346913.70,29.33,80205.80,17383.16,8.7,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0084,2012-10-25,7,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Porter Robinson,Language,Progressive House,DJ set,18:45:00,40,Purple,6,Elite,2040,1927,1723,84,19,1826,204,89.50,127.65,219940.95,45.84,47935.50,12211.96,7.6,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0085,2012-10-19,1,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,Rusko,Everyday (Netsky VIP Remix),Drum & Bass,DJ set,19:00:00,45,Yellow,1,Rookie,11000,7246,6840,358,107,7305,406,66.40,56.01,383108.40,43.97,189430.53,53085.80,8.4,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0086,2012-10-20,2,Main Stage,Festival Central,Palco Principal,Horizon Bass Arena,Rusko,Somebody to Love (Sigma Remix),Drum & Bass,DJ set,20:15:00,60,Blue,3,Intermediate,18720,18720,16396,1039,205,17640,2324,94.20,84.26,1381526.96,34.92,309589.69,170480.71,8.6,5,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0087,2012-10-21,3,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,Scuba,The Hope,Techno,DJ set,21:30:00,40,Orange,5,Advanced,5060,4604,4296,246,68,4610,308,91.10,112.07,481452.72,24.43,72187.71,31442.35,8.0,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0088,2012-10-22,4,Main Stage,Festival Central,Palco Principal,Horizon Bass Arena,The Hacker,Bass 4,Electro,DJ set,22:45:00,50,Gold,7,Elite/VIP,4320,3764,3344,207,39,3590,420,83.10,135.60,453446.40,46.81,128212.27,20161.65,7.8,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0089,2012-10-23,5,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,Wolfgang Gartner,Illmerica (Extended Version),Electro House,DJ set,12:00:00,40,Green,2,Rookie,10120,9039,8372,419,146,8937,667,88.30,60.96,510357.12,47.93,244720.61,64167.07,9.6,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0090,2012-10-24,6,Main Stage,Festival Central,Palco Principal,Horizon Pulse,Cut Copy,Need You Now,Indietronica,Festival set,13:15:00,75,Pink,4,Intermediate,15120,10256,9511,461,233,10205,745,67.50,95.22,905637.42,44.72,340278.70,89005.54,9.0,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0091,2012-10-25,7,Montano Plains,Montano Fields,Palco Sunset,Horizon Pulse,Electric Guest,Awake,Indie Pop,Festival set,14:30:00,90,Purple,6,Elite,3300,3300,3120,154,33,3300,180,100.00,128.31,400327.20,52.32,88021.13,29746.08,6.8,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0092,2012-10-19,1,Carson,Carson Street Hub,Palco Urbano,Horizon Pulse,Empire of the Sun,Walking on a Dream,Synthpop,Festival set,15:45:00,90,Yellow,1,Rookie,9500,7355,6863,168,87,7118,492,74.90,46.28,317619.64,23.38,111808.14,83461.30,9.1,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0093,2012-10-20,2,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Pulse,Fixers,Iron Deer Dream (Chad Valley Remix),Indie Electronic,Festival set,16:00:00,50,Blue,3,Intermediate,6396,6396,5707,144,104,5955,689,93.10,81.21,463465.47,45.60,149324.14,58695.47,8.7,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0094,2012-10-21,3,Carson,Carson Street Hub,Palco Urbano,Horizon Pulse,Foster The People,Don't Stop (Color on the Walls),Indie Pop,Festival set,17:15:00,45,Orange,5,Advanced,4370,3230,2815,181,58,3054,415,69.90,102.54,288650.10,50.86,80698.45,18028.68,8.7,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0095,2012-10-22,4,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Pulse,Friendly Fires,Hawaiian Air,Indie Dance,Festival set,18:30:00,40,Gold,7,Elite/VIP,1476,925,876,18,18,912,49,61.80,139.44,122149.44,42.36,27560.49,6726.69,9.1,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0096,2012-10-23,5,Carson,Carson Street Hub,Palco Urbano,Horizon Pulse,Friendly Fires,Hurting,Indie Dance,Festival set,19:45:00,55,Green,2,Rookie,8740,8740,8481,459,145,9085,259,100.00,65.41,554742.21,48.48,211115.09,61619.87,7.7,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0097,2012-10-24,6,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Pulse,Hooray for Earth,No Love,Indie Rock,Festival set,20:00:00,45,Pink,4,Intermediate,5166,4291,3773,70,45,3888,518,75.30,87.92,331722.16,30.73,80041.22,29974.09,7.5,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0098,2012-10-25,7,Carson,Carson Street Hub,Palco Urbano,Horizon Pulse,Hot Chip,Over & Over,Indietronica,Festival set,21:15:00,40,Purple,6,Elite,2850,2417,2241,101,25,2367,176,83.10,126.94,284472.54,45.98,77347.58,22126.67,8.7,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0099,2012-10-19,1,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Ladyhawke,"Black, White and Blue",Synthpop,Festival set,22:30:00,40,Yellow,1,Rookie,5000,3591,3373,127,60,3560,218,71.20,49.38,166558.74,26.49,52477.28,41150.50,8.2,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0100,2012-10-20,2,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Pulse,Maverick Sabre,Let Me Go,Soul / Pop,Festival set,12:45:00,60,Blue,3,Intermediate,5616,3702,3576,130,86,3792,126,67.50,84.36,301671.36,37.65,93647.70,29710.59,8.3,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0101,2012-10-21,3,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Miike Snow,Paddling Out,Indie Pop,Festival set,13:00:00,35,Orange,5,Advanced,2300,1775,1606,84,38,1728,169,75.10,114.56,183983.36,42.61,43109.96,13807.11,8.7,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0102,2012-10-22,4,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Pulse,Noah and the Whale,Life is Life (Yuksek Remix),Indie Electronic,Festival set,14:15:00,55,Gold,7,Elite/VIP,1296,928,894,51,18,963,34,74.30,137.04,122513.76,52.62,37171.05,11323.14,8.9,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0103,2012-10-23,5,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Passion Pit,Take A Walk,Indie Pop,Festival set,15:30:00,55,Green,2,Rookie,4600,4123,4008,246,74,4328,115,94.10,59.41,238115.28,27.07,83033.23,48709.94,8.3,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0104,2012-10-24,6,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Pulse,Phoenix,1901,Indie Rock,Festival set,16:45:00,35,Pink,4,Intermediate,4536,3091,2800,51,69,2920,291,64.40,88.28,247184.00,38.64,66891.49,19884.13,8.8,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0105,2012-10-25,7,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Pulse,Sam and the Womp,Bom Bom,Dance Pop,Festival set,17:00:00,45,Purple,6,Elite,1500,1139,997,44,25,1066,142,71.10,117.20,116848.40,44.95,32688.32,5420.59,8.1,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0106,2012-10-19,1,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Santigold,Disparate Youth,Alternative Pop,Festival set,18:15:00,75,Yellow,1,Rookie,6400,5184,4905,258,58,5221,279,81.60,46.55,228327.75,37.82,129915.72,39188.17,8.3,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0107,2012-10-20,2,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Pulse,Tesla Boy,Spirit of the Night,Synthpop,Festival set,19:30:00,45,Blue,3,Intermediate,5304,5304,5140,129,92,5304,164,100.00,83.70,430218.00,29.37,80380.96,38322.25,8.2,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0108,2012-10-21,3,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,The Maccabees,Pelican,Indie Rock,Festival set,20:45:00,60,Orange,5,Advanced,2944,2499,2376,102,43,2521,123,85.60,102.01,242375.76,50.71,62985.53,6751.35,9.6,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0109,2012-10-22,4,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Pulse,The Naked & Famous,Punching in a Dream,Indie Electronic,Festival set,21:00:00,40,Gold,7,Elite/VIP,1224,1061,970,48,18,1036,91,84.60,134.67,130629.90,57.55,31692.68,11916.42,7.5,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0110,2012-10-23,5,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Tom Vek,Aroused,Indie Electronic,Festival set,22:15:00,75,Green,2,Rookie,5888,4566,4242,86,72,4400,324,74.70,66.34,281414.28,30.87,77840.63,25191.66,8.3,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0111,2012-10-24,6,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Pulse,Two Door Cinema Club,Something Good Can Work (The Twelves Remix),Indie Dance,Festival set,12:30:00,60,Pink,4,Intermediate,4284,3596,3463,140,73,3676,133,85.80,91.92,318318.96,51.90,128518.65,14347.62,8.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0112,2012-10-25,7,Gladstone,Gladstone Outpost,Palco Norte,Horizon Pulse,Willy Moon,Yeah Yeah,Indie Pop,Festival set,13:45:00,90,Purple,6,Elite,1920,1333,1278,67,18,1363,55,71.00,121.50,155277.00,43.28,38570.47,12227.16,9.2,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0113,2012-10-19,1,Main Stage,Festival Central,Palco Principal,Horizon Rocks,Arctic Monkeys,R U Mine?,Indie Rock,Live set,14:00:00,90,Yellow,1,Rookie,24000,24000,22585,1435,267,24000,1415,100.00,45.96,1038006.60,30.51,417996.37,122625.60,9.2,6,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0114,2012-10-20,2,Montano Plains,Montano Fields,Palco Sunset,Horizon Rocks,The Black Keys,Lonely Boy,Blues Rock,Live set,15:15:00,40,Blue,3,Intermediate,8580,6464,5995,106,139,6240,469,72.70,82.03,491769.85,50.70,160426.72,50817.05,7.9,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0115,2012-10-21,3,Main Stage,Festival Central,Palco Principal,Horizon Rocks,Four Year Strong,The Infected,Pop Punk,Live set,16:30:00,50,Orange,5,Advanced,11040,11040,9907,168,188,10263,1133,93.00,105.50,1045188.50,38.74,208836.73,31690.09,9.6,3,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0116,2012-10-22,4,Montano Plains,Montano Fields,Palco Sunset,Horizon Rocks,Howler,Back of Your Neck,Indie Rock,Live set,17:45:00,50,Gold,7,Elite/VIP,1980,1520,1367,54,19,1440,153,72.70,138.91,189889.97,58.32,53514.29,11942.14,7.5,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0117,2012-10-23,5,Main Stage,Festival Central,Palco Principal,Horizon Rocks,LCD Soundsystem,Give It Up,Dance Punk,Live set,18:00:00,60,Green,2,Rookie,22080,17367,15520,759,188,16467,1847,74.60,59.92,929958.40,21.53,242329.23,85618.46,8.3,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0118,2012-10-24,6,Montano Plains,Montano Fields,Palco Sunset,Horizon Rocks,Lostprophets,Bring Em Down,Alternative Rock,Live set,19:15:00,45,Pink,4,Intermediate,6930,6930,6121,193,95,6409,809,92.50,99.83,611059.43,31.82,138026.14,56336.93,9.2,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0119,2012-10-25,7,Main Stage,Festival Central,Palco Principal,Horizon Rocks,Lostprophets,We Bring An Arsenal,Alternative Rock,Live set,20:30:00,45,Purple,6,Elite,7200,4726,4330,204,81,4615,396,64.10,124.38,538565.40,51.50,166758.73,41587.78,7.6,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0120,2012-10-19,1,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Rocks,Mona,Teenager,Alternative Rock,Live set,21:45:00,50,Yellow,1,Rookie,8200,6576,6161,204,80,6445,415,78.60,49.78,306694.58,40.55,140499.35,77338.57,8.8,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0121,2012-10-20,2,Carson,Carson Street Hub,Palco Urbano,Horizon Rocks,Neon Trees,Animal,Alternative Rock,Live set,22:00:00,35,Blue,3,Intermediate,7410,7105,6548,274,114,6936,557,93.60,82.27,538703.96,47.57,219548.86,56693.76,8.7,2,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0122,2012-10-21,3,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Rocks,Pulled Apart By Horses,"Wildfire, Smoke & Doom",Alternative Rock,Live set,12:15:00,35,Orange,5,Advanced,3772,3462,3148,189,57,3394,314,90.00,106.75,336049.00,44.97,84137.67,22807.30,8.3,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0123,2012-10-22,4,Carson,Carson Street Hub,Palco Urbano,Horizon Rocks,Silversun Pickups,Lazy Eye,Alternative Rock,Live set,13:30:00,90,Gold,7,Elite/VIP,1710,1390,1277,38,27,1342,113,78.50,141.66,180899.82,33.61,30828.65,10627.28,7.5,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0124,2012-10-23,5,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Rocks,The Duke Spirit,Surrender,Alternative Rock,Live set,14:45:00,50,Green,2,Rookie,7544,7201,6640,238,72,6950,561,92.10,70.22,466260.80,22.89,88292.61,59708.85,9.1,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0125,2012-10-24,6,Carson,Carson Street Hub,Palco Urbano,Horizon Rocks,The Enemy,Away from Here,Indie Rock,Live set,15:00:00,45,Pink,4,Intermediate,5985,3974,3521,202,64,3787,453,63.30,90.82,319777.22,50.26,99774.28,25206.23,8.9,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0126,2012-10-25,7,Clear Springs,Clear Springs Park,Palco Pulse,Horizon Rocks,The Enemy,Had Enough,Indie Rock,Live set,16:15:00,60,Purple,6,Elite,2460,2002,1878,30,20,1928,124,78.40,118.30,222167.40,56.63,64687.85,5336.28,9.6,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0127,2012-10-19,1,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Rocks,The Hives,Hate To Say I Told You So,Garage Rock,Live set,17:30:00,90,Yellow,1,Rookie,7200,6476,5775,126,78,5979,701,83.00,54.75,316181.25,21.10,87257.79,40428.29,8.8,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0128,2012-10-20,2,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Rocks,The Stone Roses,She Bangs The Drums,Alternative Rock,Live set,18:45:00,75,Blue,3,Intermediate,3900,2847,2526,107,59,2692,321,69.00,74.56,188338.56,29.33,45032.39,7951.14,7.5,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0129,2012-10-21,3,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Rocks,The Subways,Rock & Roll Queen,Indie Rock,Live set,19:00:00,35,Orange,5,Advanced,3312,2704,2604,156,46,2806,100,84.70,109.85,286049.40,41.83,81641.73,14779.44,9.1,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0130,2012-10-22,4,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Rocks,TOY,Motoring,PSYCHEDELIC ROCK,Live set,20:15:00,60,Gold,7,Elite/VIP,900,778,743,35,18,796,35,88.40,129.95,96552.85,43.91,22096.82,9463.76,7.9,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0131,2012-10-23,5,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Rocks,Wavves,Bug,Noise Pop,Live set,21:30:00,35,Green,2,Rookie,6624,5445,4945,316,69,5330,500,80.50,64.00,316480.00,20.69,60910.54,46597.48,9.2,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0132,2012-10-24,6,Finley Dam,Finley Dam Deck,Palco Dam,Horizon Rocks,White Lies,Farewell to the Fairground,Post Punk,Live set,22:45:00,45,Pink,4,Intermediate,3150,2977,2860,93,35,2988,117,94.90,98.63,282081.80,43.43,100472.97,21053.59,8.6,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0133,2012-10-25,7,Red Rock,Red Rock Canyon,Palco Canyon,Horizon Rocks,You Me At Six,Bite My Tongue (feat. Oli Sykes),Post Hardcore,Live set,12:00:00,50,Purple,6,Elite,2160,2004,1755,29,21,1805,249,83.60,127.40,223587.00,35.58,36800.61,11341.05,8.8,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0134,2012-10-19,1,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Rocks,Yuck,Get Away,Indie Rock,Live set,13:15:00,35,Yellow,1,Rookie,6800,4323,3921,114,113,4148,402,61.00,57.12,223967.52,27.09,58133.43,24872.16,9.3,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0135,2012-10-20,2,Gladstone,Gladstone Outpost,Palco Norte,Horizon Bass Arena,Avicii,Levels (Skrillex Mix),EDM,DJ set,14:30:00,90,Blue,3,Intermediate,4992,4992,4664,297,64,4992,328,100.00,78.14,364444.96,45.12,126137.51,16397.77,7.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0136,2012-10-21,3,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Azari & III,Reckless (With Your Love),Electro / House,DJ set,15:45:00,60,Orange,5,Advanced,3128,3128,2990,88,28,3106,138,99.30,110.25,329647.50,33.50,68755.49,20338.41,8.3,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0137,2012-10-22,4,Gladstone,Gladstone Outpost,Palco Norte,Horizon Bass Arena,Benny Benassi,Cinema (Skrillex Remix),Electro House,DJ set,16:00:00,55,Gold,7,Elite/VIP,1152,735,649,21,20,690,86,59.90,137.95,89529.55,52.14,17887.83,6124.61,7.9,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0138,2012-10-23,5,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Chase & Status,Blind Faith (feat. Liam Bailey),Drum & Bass,DJ set,17:15:00,90,Green,2,Rookie,6256,5896,5649,93,103,5845,247,93.40,59.49,336059.01,20.68,86250.63,34953.80,7.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0139,2012-10-24,6,Gladstone,Gladstone Outpost,Palco Norte,Horizon Bass Arena,Chromeo,Hot Mess (Duck Sauce Mix),Electro Funk,DJ set,18:30:00,40,Pink,4,Intermediate,4032,3548,3206,200,47,3453,342,85.60,95.03,304666.18,38.61,79913.57,29940.37,8.5,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0140,2012-10-25,7,Redfoot Ranch,Redfoot Ranch Grounds,Palco Ranch,Horizon Bass Arena,Digitalism,Encore,Electro,DJ set,19:45:00,55,Purple,6,Elite,2040,1910,1762,60,27,1849,148,90.60,125.85,221747.70,47.63,47941.61,15370.43,7.7,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0141,2012-10-19,1,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,DJ Fresh,The Power (feat. Dizzee Rascal),Drum & Bass,DJ set,20:00:00,90,Yellow,1,Rookie,11000,7766,7461,139,106,7706,305,70.10,58.96,439900.56,41.93,248883.40,91489.17,8.0,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0142,2012-10-20,2,Main Stage,Festival Central,Palco Principal,Horizon Bass Arena,Feed Me,Silicone Lube,Electro House,DJ set,21:15:00,45,Blue,3,Intermediate,18720,16033,15143,454,179,15776,890,84.30,84.11,1273677.73,36.17,294672.08,69561.33,9.2,4,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0143,2012-10-21,3,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,Fenech-Soler,Lies (Alex Metric Remix),Indietronica,DJ set,22:30:00,45,Orange,5,Advanced,5060,3194,2928,97,81,3106,266,61.40,109.57,320820.96,26.67,47447.99,37260.05,8.3,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0144,2012-10-22,4,Main Stage,Festival Central,Palco Principal,Horizon Bass Arena,Madeon,Icarus,Electro House,DJ set,12:45:00,40,Gold,7,Elite/VIP,4320,4107,3649,68,76,3793,458,87.80,135.30,493709.70,48.68,107712.45,41118.48,8.7,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0145,2012-10-23,5,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,Modestep,Show Me A Sign,Dubstep,DJ set,13:00:00,35,Green,2,Rookie,10120,7066,6172,226,173,6571,894,64.90,70.64,435990.08,34.66,130099.80,26538.21,8.9,1,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0146,2012-10-24,6,Main Stage,Festival Central,Palco Principal,Horizon Bass Arena,Mord Fustang,Lick The Rainbow,Electro House,DJ set,14:15:00,50,Pink,4,Intermediate,15120,15120,13918,406,132,14456,1202,95.60,95.89,1334597.02,39.28,293881.90,77727.51,7.7,3,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
MUS-0147,2012-10-25,7,Montano Plains,Montano Fields,Palco Sunset,Horizon Bass Arena,Mr Magnetik,Remanence (Junior Remix),Electronic,DJ set,15:30:00,60,Purple,6,Elite,3300,2285,2001,45,48,2094,284,63.50,126.80,253726.80,43.27,65923.29,5799.43,9.4,0,TRUE,https://forzahorizonwiki.com/wiki/forza-horizon/soundtrack/
